street_number,street_name,zip_code,latitude,longitude,people_count
5,WARFIELD PL,01060,42.326257146116,-72.636103235481,2
107,SPRUCE HILL AVE,01062,42.323812438326,-72.691073600525,1
71,WASHINGTON AVE,01060,42.320542322621,-72.648639712785,5
78,WHITTIER ST,01062,42.298919317452,-72.68166843461,2
26,CENTER ST,01060,42.319069538414,-72.63190650038,4
28,WINCHESTER TER,010623542,42.311494267691,-72.693963010187,3
1173,BURTS PIT RD,01062,42.310790145914,-72.698708759946,1
108,NORTH ST,01060,42.326995088871,-72.630971499081,1
284,ACREBROOK DR,01062,42.314990946238,-72.69264956596,1
115,MARKET ST,01060,42.324468741345,-72.630499933209,1
117,NORTH MAIN ST,01062,42.338618902647,-72.675458617823,2
400,BURTS PIT RD,010623601,42.314945306776,-72.666743869272,4
454,NORTH KING ST,01060,42.351867548354,-72.642652016432,2
22,BURNCOLT RD,01062,42.347263410849,-72.674110221059,4
27,OLANDER DR,01060,42.312167208787,-72.64586563811,2
39,ARLINGTON ST,01060,42.325110962766,-72.645407064187,3
27,VALLEY ST,01060,42.31479686327,-72.621770851604,2
73,WATER ST,010539701,42.351019635029,-72.703004401505,2
11,FOURTH AVE,01060,42.326543220471,-72.643832691314,2
580,BURTS PIT RD,01062,42.313415735175,-72.67647693524,1
16,UPLAND RD,01053,42.355587814169,-72.698252113861,2
10,HAROLD ST,01062,42.346984293473,-72.667635368494,3
92,MAPLE ST,01062,42.335207342326,-72.672232255653,3
33,SUMMER ST,01060,42.324027224595,-72.634682251436,4
20,STERLING RD,01062,42.345961114553,-72.672935162053,2
1091,BURTS PIT RD,01062,42.310766844224,-72.695070678692,1
88,ACREBROOK DR,01062,42.318366590104,-72.687408278085,2
17,LAUREL PARK,01060,42.358959686178,-72.639225326776,3
61,SOUTH ST,01060,42.31555177938,-72.633766360876,8
51,SUMMER ST,01060,42.323899065295,-72.635783801151,1
124,SOUTH ST,01060,42.312691622559,-72.633173592683,2
32,DENISE CT,01060,42.334703883312,-72.638294013514,1
19,WINTHROP ST,01060,42.308171178358,-72.639191128611,1
46,BURNCOLT RD,01062,42.347343583753,-72.672986626938,1
61,CRESCENT ST,01060,42.325413214194,-72.637962676882,6
73,PROSPECT ST,01060,42.323109531926,-72.635854712052,5
300,ACREBROOK DR,01062,42.314738231858,-72.693512147615,1
49,FORT HILL TER,01060,42.314277143364,-72.634316297543,2
30,WARNER ST,01062,42.324708505685,-72.658888181978,1
259,ACREBROOK DR,01062,42.315618666967,-72.69182109865,1
64,WINTERBERRY LN,010629702,42.307183706345,-72.685911270178,2
137,HIGH ST,010621453,42.337510060676,-72.671742584869,1
4,PENCASAL DR,01062,42.316446379906,-72.695008317332,2
27,ROCKLAND HTS,01060,42.353525363073,-72.643035823779,2
49,PARK ST,01062,42.334177960797,-72.673673942999,2
73,FLORENCE ST,010539704,42.349689385085,-72.696963563886,2
17,LINDEN ST,01060,42.325601010735,-72.629184980238,1
70,SPRUCE HILL AVE,01062,42.324076468276,-72.6890880953,2
42,CHAPEL ST,01060,42.309684991981,-72.649179004435,1
121,WILLOW ST,01062,42.325057947228,-72.672883864806,3
915,WESTHAMPTON RD,01062,42.299787095887,-72.714682571923,1
111,PROSPECT ST,01060,42.324475782143,-72.636906305625,4
8,HOCKANUM RD,01060,42.315203511303,-72.623929946043,16
97,RYAN RD,01062,42.32804525752,-72.682632353475,2
329,PROSPECT ST,01060,42.330387873729,-72.647508407313,1
199,MAPLE RIDGE RD,01062,42.30643532812,-72.678425057176,2
125,PROSPECT ST,01060,42.324955478462,-72.636916866823,2
29,CORTICELLI ST,01062,42.33288526178,-72.676837105619,1
26,FORT ST,01060,42.310416061576,-72.634245051366,2
90,LAUREL PARK,01060,42.358828886579,-72.64091570519,2
55,SHEFFIELD LN,010621342,42.339100903989,-72.670356134265,2
20,BRIDGE RD,010621098,42.346855254074,-72.681386048292,7
67,ELLINGTON RD,010622617,42.31960317228,-72.676374256926,4
47,STONE RIDGE DR,01062,42.319079890064,-72.680775929559,1
34,FORD CROSSING,01060,42.313952512254,-72.648132020909,2
130,SPRING ST,01062,42.333755638606,-72.684400599769,2
1123,FLORENCE RD,01062,42.293141168679,-72.672965169266,2
56,RIVER RD,01053,42.356836969199,-72.70186815071,2
65,WARD AVE,01060,42.319088397696,-72.653796846351,3
533,AUDUBON RD,01053,42.364470703697,-72.722446393558,3
40,LAKE ST,01062,42.340291930521,-72.673853315727,1
217,PROSPECT ST,01060,42.328215452064,-72.639545850754,2
34,RYAN RD,01062,42.328950628791,-72.679361986313,1
21,O'DONNELL DR,01062,42.313254844543,-72.699156772671,2
96,PLEASANT ST,01060,42.318705889545,-72.62810530729,26
236,CHESTERFIELD RD,010539812,42.342668451528,-72.703781990662,2
59,ELLINGTON RD,01062,42.319816826992,-72.676647590788,2
31,WINTERBERRY LN,010629740,42.303817240663,-72.68482640045,2
197,NORTH MAIN ST,01062,42.340747612687,-72.677642438876,2
132,NORTH MAPLE ST,01062,42.341632657843,-72.67220392482,2
218,ELM ST,01060,42.322097081841,-72.644398050683,2
515,KENNEDY RD,010539756,42.35542667208,-72.718369603492,5
100,FRONT ST,01053,42.354719826185,-72.695920184579,2
28,PERKINS AVE,010602223,42.327440838482,-72.63642795041,2
186,ROCKY HILL RD,01062,42.304436076574,-72.662250833894,5
1387,BURTS PIT RD,01062,42.310212423238,-72.708556574168,1
5,RICK DR,01062,42.347934675565,-72.664389057394,3
77,LAUREL PARK,01060,42.35899329761,-72.641082924158,2
472,WESTHAMPTON RD,01062,42.301157830423,-72.694594838049,2
221,SOUTH ST,01060,42.31055335715,-72.637590101286,2
13,BAYBERRY LN,01062,42.302689036495,-72.700400060369,2
43,OLD WILSON RD,01062,42.303014338158,-72.665412906867,1
56,GRANT AVE,01060,42.328571305763,-72.626924632409,5
18,HUBBARD AVE,01060,42.332312903522,-72.623263920016,2
6,MOSER ST,01060,42.313106778224,-72.646358410197,2
137,PARK HILL RD,01062,42.298572390479,-72.680322384779,2
30,AUTUMN DR,01062,42.297652015601,-72.674471648724,2
54,DAY AVE,01060,42.329979004492,-72.62552996754,1
104,FRANKLIN ST,01060,42.32655026127,-72.643302452119,1
37,MUNROE ST,01060,42.310862481739,-72.631794182878,2
56,REVELL AVE,010604220,42.308279137271,-72.636624338402,1
846,BURTS PIT RD,010623621,42.311325288523,-72.684726991078,2
39,FAIRVIEW AVE,01060,42.309266776922,-72.635741053445,1
406,PARK HILL RD,010629750,42.292674254762,-72.68878081473,2
134,BARRETT ST,01060,42.333790255866,-72.643572097944,2
165,RYAN RD,01062,42.3259641986,-72.684813576138,1
48,MAPLE ST,01062,42.333644326932,-72.672627630025,1
9,EDWARDS SQ,01060,42.323096665704,-72.631583210375,2
350,ACREBROOK DR,010623504,42.314052969364,-72.696026215654,3
19,WHITE PINE DR,01062,42.311791950982,-72.694302896361,2
45,LONGFELLOW DR,01062,42.29708946417,-72.684392636961,2
289,SOUTH ST,01060,42.308566049816,-72.640791988299,2
12,FORBES AVE,01060,42.323115860262,-72.647400280762,2
348,HATFIELD ST,01060,42.342228443521,-72.644897025379,8
9,POMEROY TER,01060,42.322613071801,-72.624998135783,2
226,CRESCENT ST,01060,42.324581477942,-72.642445402519,2
7,OLD SOUTH ST,01060,42.317628773077,-72.631212143521,9
202,CHESTNUT ST,01062,42.341076560477,-72.666470116315,4
120,MOSER ST,01060,42.313874853921,-72.650236381521,2
592,SPRING ST,01053,42.34488445909,-72.698934316961,3
31,LEXINGTON AVE,010622711,42.322430849225,-72.665412236315,2
520,AUDUBON RD,01053,42.363386378793,-72.721994944253,2
18,BARRETT PL,01060,42.322403985226,-72.636780493258,2
35,FRUIT ST,010604413,42.31362389974,-72.630158789749,4
2,BLISS ST,01062,42.328702189181,-72.675016975345,2
11,REVELL AVE,01060,42.308721366482,-72.638674803376,3
383,BROOKSIDE CIR,01062,42.314914880467,-72.68840253944,1
185,NORTH ST,01060,42.32860797659,-72.627896346444,1
7,LINDEN ST,01060,42.325179945829,-72.629811108406,2
116,FRANKLIN ST,01060,42.327098479647,-72.643077817114,1
55,WINTERBERRY LN,01062,42.306402680607,-72.683637008389,5
20,BIRCH LN,01062,42.309600795763,-72.684199098816,3
455,SPRING ST,010539735,42.343903818328,-72.694671616282,6
21,LONGFELLOW DR,01062,42.297636131895,-72.685205011016,4
103,HIGH ST,01062,42.337429803953,-72.669616682767,1
88,NORTH ELM ST,01060,42.328138045188,-72.650691351225,1
73,BLISS ST,01062,42.326631859097,-72.675807304995,2
697,FLORENCE RD,01062,42.308174740667,-72.675016975345,1
226,CHESTNUT ST,01062,42.342025056641,-72.66620994204,1
46,CLARK ST,01062,42.325475282187,-72.681835150664,2
43,DOGWOOD LN,01060,42.340983269895,-72.651232235437,1
24,WILSON AVE,01060,42.316046730762,-72.629669202785,2
43,STILSON AVE,010621303,42.338584746392,-72.66761231826,2
99,PROSPECT AVE,010601627,42.334065769023,-72.64904179268,3
991,WESTHAMPTON RD,01062,42.299753316818,-72.718219399787,3
135,OAK ST,01062,42.343263315197,-72.674801141338,1
15,LANGWORTHY RD,01060,42.322485122049,-72.641575444788,1
92,OLANDER DR,01060,42.314113821981,-72.646701984409,1
38,AUTUMN DR,01062,42.297620457736,-72.674806421937,2
160,GREENLEAF DR,010629770,42.299655039003,-72.685269886947,4
75,ARCH ST,01053,42.349190200842,-72.696841691014,2
68,LEONARD ST,01053,42.358211391772,-72.693249710227,2
105,PINES EDGE DR,01060,42.346381341268,-72.646176103803,1
61,FORD CROSSING,01060,42.314288500843,-72.649547891994,3
113,BRIERWOOD DR,010623428,42.316559284142,-72.68889765846,1
87,FLORENCE ST,01053,42.350423681713,-72.695411738332,2
16,FIFTH AVE,01060,42.328121197563,-72.643396832349,1
96,DUNPHY DR,01062,42.301925570845,-72.679065099302,2
68,BRADFORD ST,01060,42.331450238047,-72.631239719983,8
39,LYMAN RD,010604248,42.311497871909,-72.63148497447,2
27,SHEFFIELD LN,010621336,42.338933643111,-72.669133633687,2
2,EDGEWOOD TER,01060,42.312338660617,-72.635352049319,1
436,NORTH KING ST,01060,42.351102741599,-72.642990477683,2
17,NEW ST,01062,42.330734968339,-72.664865484771,2
68,FLORENCE RD,01062,42.327883067694,-72.677264415043,1
61,BROOKWOOD DR,01062,42.321646680274,-72.678519688863,1
54,NONOTUCK ST,010621942,42.329247809169,-72.66281652854,3
62,LEONARD ST,01053,42.35778911149,-72.693667799557,1
64,AUSTIN CIR,01062,42.316883412337,-72.691335032085,1
423,ACREBROOK DR,01062,42.315287623701,-72.695887746613,2
793,BURTS PIT RD,010623509,42.313013068546,-72.683362249603,2
307,AUDUBON RD,01053,42.360369103197,-72.71265021186,2
165,WILLOW ST,01062,42.324807286414,-72.670830298528,2
66,WASHINGTON AVE,01060,42.320377702043,-72.648025151644,2
112,ACREBROOK DR,01062,42.317887019514,-72.686446873791,1
39,FORT HILL TER,01060,42.313874686283,-72.634284697768,1
8,NONOTUCK ST,01062,42.328608856689,-72.660538411076,1
139,FEDERAL ST,01062,42.323688847164,-72.655898440935,3
15,BARRETT PL,01060,42.322574724593,-72.637263709976,2
63,NORTH LOUDVILLE RD,01062,42.295893324677,-72.736007474706,4
206,COLES MEADOW RD,01060,42.3606562672,-72.644399978521,1
74,UNION ST,01060,42.323953421937,-72.627096461424,3
111,PINE ST,010621249,42.332325099191,-72.673117133171,3
40,LAUREL PARK,01060,42.360204734076,-72.639127342328,1
32,NORFOLK AVE,010601624,42.331981734527,-72.648728309501,1
119,RIVERSIDE DR,010622721,42.324471046368,-72.657493936204,4
63,EVERGREEN RD,01053,42.356436523775,-72.695605611753,1
26,WASHINGTON AVE,010602823,42.321688128785,-72.646308454055,2
24,STONEWALL DR,01060,42.351880791761,-72.643300859557,2
23,LAUREL PARK,01060,42.359133149664,-72.639895627573,1
85,OLANDER DR,010603631,42.313950710145,-72.64604048461,2
23,WINTER ST,01060,42.328055315804,-72.637646427675,3
16,BROOKWOOD DR,01062,42.321482311153,-72.676220532822,2
69,DAY AVE,010602399,42.331081266669,-72.626175122627,3
50,FRONT ST,01053,42.354485468173,-72.698010882688,1
89,PINES EDGE DR,01060,42.345840624695,-72.64609588899,2
51,MOSER ST,01060,42.312874725234,-72.648437122185,7
836,BURTS PIT RD,010623621,42.311569621,-72.684251066616,2
36,FRUIT ST,01060,42.314199275483,-72.629931556354,3
98,BRIDGE RD,01062,42.344577849072,-72.676734175848,2
1,LAUREL PARK,01060,42.359506349623,-72.640051908571,2
989,BURTS PIT RD,01062,42.310654065716,-72.690590635264,1
12,PILGRIM DR,010601509,42.333470821536,-72.652709881148,2
69,CAHILLANE TER,01062,42.313121320826,-72.697708295983,2
4,HEFFERNAN ST,01053,42.350414545438,-72.692446556265,2
77,LAKE ST,01062,42.341622431922,-72.673136327729,3
1,FRONT ST,010539718,42.353969784726,-72.699607027988,2
95,BARRETT ST,010601742,42.334475853636,-72.641736209691,1
74,STRAW AVE,010621444,42.33705701881,-72.663259763579,1
126,OAK ST,01062,42.342952514227,-72.675269019173,2
248,SPRING GROVE AVE,01062,42.347115260711,-72.675441686379,3
274,PROSPECT ST,010602127,42.329036585209,-72.643322652505,1
48,WESTWOOD TER,01062,42.311094702366,-72.700741958199,2
32,WOODS RD,01062,42.311625193018,-72.687779847853,3
23,PIONEER KNLS,01062,42.32219326418,-72.687677420996,1
78,WEST ST,01060,42.314407398139,-72.637285502924,3
39,CHAPEL ST,01060,42.310109116281,-72.649537414615,2
211,NORTH ELM ST,01060,42.334676474489,-72.653227882764,2
81,CONZ ST,010603838,42.313166038279,-72.627911936784,1
113,WILLIAMS ST,01060,42.315386111064,-72.623117069073,2
87,VERNON ST,010602818,42.320853710324,-72.651427701419,2
1253,WESTHAMPTON RD,01062,42.2946126956,-72.728436939758,2
1009,HATHAWAY FARMS,01060,42.3253327,-72.6361794,1
46,LADYSLIPPER LN,01062,42.303378448032,-72.702754956066,2
1181,BURTS PIT RD,01062,42.310785996872,-72.699025009153,3
129,MARIAN ST,01060,42.35575482359,-72.647516202483,2
265,AUDUBON RD,01053,42.358372743408,-72.712820867408,2
67,PIONEER KNLS,01062,42.321243678369,-72.686401862971,2
169,CHESTNUT ST,01062,42.340000868933,-72.666205164355,1
35,WASHINGTON AVE,01060,42.321746718288,-72.647124683786,2
129,SPRUCE HILL AVE,01062,42.323084721492,-72.690904705176,3
83,DREWSEN DR,01062,42.311111969087,-72.699043365521,3
286,ROCKY HILL RD,01062,42.303457405559,-72.665738711444,2
745,WESTHAMPTON RD,01062,42.300916724978,-72.707032744171,1
141,PROSPECT ST,01060,42.325904980454,-72.637112248986,3
85,PINE ST,01062,42.332312652065,-72.671193318754,2
16,HOWES ST,010621313,42.343898705367,-72.670138288601,2
72,LAKE ST,01062,42.341403831887,-72.673839401768,3
71,LIBERTY ST,01062,42.323830501327,-72.664787533071,1
540,RYAN RD,01062,42.317277990429,-72.695031619023,1
174,SPRING ST,01062,42.334287847548,-72.685831558279,1
48,BAKER HILL RD,01062,42.32797342461,-72.664126536187,3
78,MOSER ST,01060,42.312574527372,-72.649630202283,1
500,BRIDGE RD,01062,42.341284850771,-72.660227945382,2
31,FORBES AVE,010602803,42.32270577565,-72.648572741378,3
12,VERONA ST,01062,42.338546147728,-72.663236126613,1
56,LAUREL ST,01060,42.310539527009,-72.650177708198,1
71,FEDERAL ST,01062,42.321894742698,-72.65407914885,7
498,SPRING ST,01053,42.342458736311,-72.695802921753,3
601,FLORENCE RD,01062,42.311021779809,-72.67468060957,1
78,PROSPECT AVE,01060,42.333454141549,-72.650025995751,2
49,RIDGEWOOD TER,01060,42.334121718227,-72.646652950275,1
795,WESTHAMPTON RD,01062,42.300715810759,-72.709359644311,2
200,BRIDGE RD,01062,42.344665523779,-72.672023127168,2
5,STEARNS CT,01060,42.310524271946,-72.631678177338,2
491,BRIDGE RD,010624523,42.337988876895,-72.661589082639,1
23,HAROLD ST,01062,42.346820343447,-72.666714700249,3
26,CALVIN TER,01060,42.333134497671,-72.648513900418,3
81,CONZ ST,010603894,42.313166038279,-72.627911936784,2
48,FOX FARMS RD,01062,42.342052172097,-72.667200934453,1
67,CRESCENT ST,01060,42.325704359601,-72.637733934744,3
11,HIGH MEADOW RD,01062,42.320813267641,-72.671093825563,2
30,INDIAN HILL,01062,42.322617137024,-72.677796330619,4
572,BURTS PIT RD,01062,42.313804194477,-72.67514899032,4
42,NORTH ST,01060,42.324587387184,-72.631259668912,1
716,RYAN RD,01062,42.313001417701,-72.700549425883,2
119,ARCH ST,01053,42.34861289726,-72.699332289723,2
75,DUNPHY DR,010629714,42.302220362379,-72.678262951168,3
27,HILLSIDE RD,01060,42.326112264919,-72.641149727926,2
1472,WESTHAMPTON RD,01062,42.293943274903,-72.735512942418,1
21,HOWES ST,01062,42.343817526635,-72.670756956875,2
40,MARKET ST,01060,42.321933383272,-72.629604243035,3
81,CONZ ST,010603842,42.313166038279,-72.627911936784,1
67,LAKE ST,01062,42.341225758354,-72.673181841463,2
83,FRONT ST,01053,42.354166452938,-72.696500296097,1
6,FRANKLIN CT,01060,42.328143702973,-72.641514508352,3
57,PROSPECT ST,010601237,42.322638510877,-72.635300584433,3
117,HINCKLEY ST,01062,42.327694181505,-72.661625795374,2
73,PIONEER KNLS,01062,42.321044314802,-72.686126349813,2
29,BUTLER PL,01060,42.319946075939,-72.624589601822,4
39,FAIRWAY DR,01062,42.298485973058,-72.675046060549,2
168,EMERSON WAY,01062,42.309349296759,-72.679516213331,2
312,FLORENCE RD,01062,42.320510932394,-72.673506640211,2
21,MEADOW ST,01062,42.335363078087,-72.67437936397,1
448,BURTS PIT RD,01062,42.315895269772,-72.668206595196,1
142,HINCKLEY ST,01062,42.328369176168,-72.662618547987,2
2,FRANKLIN CT,01060,42.328253463995,-72.641999988184,1
640,BURTS PIT RD,01062,42.312637559284,-72.679641606603,2
148,EMERSON WAY,01062,42.309755693334,-72.679817458931,2
54,PROSPECT ST,01060,42.322425652446,-72.636290403379,3
29,BRISSON DR,010629709,42.296497240801,-72.718143459744,3
395,BRIDGE RD,01062,42.342393776561,-72.664090829279,1
393,RIVERSIDE DR,01062,42.323142472805,-72.666655104918,2
54,MIDDLE ST,010621920,42.333626389659,-72.670958038732,2
94,NONOTUCK ST,01062,42.329135952671,-72.665549280432,2
6,CAHILLANE TER,01062,42.310819901671,-72.698334340331,2
52,CRESCENT ST,01060,42.324815039674,-72.63851169154,1
141,ACREBROOK DR,01062,42.317145221083,-72.686852222628,2
7,SHERMAN AVE,01060,42.331160936659,-72.623706233047,2
123,GLENDALE RD,01062,42.294302984278,-72.716945266685,2
161,BRIDGE ST,01060,42.325154506753,-72.624892942898,3
7,GLEASON RD,01060,42.337424439535,-72.64698839404,2
27,PROSPECT AVE,010601625,42.331821430629,-72.650336209987,2
227,SOUTH ST,01060,42.31020710073,-72.637721780985,9
41,CRESCENT ST,010602112,42.32434188124,-72.637725720479,2
105,CLEMENT ST,010622652,42.317127996272,-72.66586544582,5
22,STODDARD ST,01060,42.327713543702,-72.63745037496,5
29,HENSHAW AVE,010602117,42.32170246184,-72.638392752334,2
26,VERNON ST,01060,42.32313509673,-72.649485614453,3
74,SOVEREIGN WAY,01062,42.304769885868,-72.695577364739,2
54,HILLSIDE RD,01060,42.32529674765,-72.641426666007,2
31,GILRAIN TER,01062,42.320480673723,-72.688944597118,2
41,HUBBARD AVE,01060,42.33284289126,-72.623880157538,2
99,WILLIAMS ST,01060,42.315892629473,-72.623246569477,8
18,PLYMOUTH AVE,01062,42.335332190774,-72.66645150849,1
52,WARD AVE,01060,42.318846998885,-72.652935438162,1
63,HIGGINS WAY,01060,42.314683665668,-72.649865147029,2
22,BRIERWOOD DR,01062,42.319446682147,-72.690369185382,2
6,WARNER ROW,01053,42.350248374208,-72.695024662043,2
20,CORTICELLI ST,01062,42.33232082442,-72.677124856355,5
42,WILLIAMS ST,010603484,42.317927462197,-72.622799478761,4
441,RYAN RD,01062,42.319703084566,-72.692124523545,2
108,BLACK BIRCH TRAIL,01062,42.307200679699,-72.669735621973,1
145,RIVERBANK RD,01060,42.33249135424,-72.615217879701,2
14,WILSON AVE,01060,42.315817820987,-72.630005317102,1
27,HOLYOKE ST,01060,42.316608192547,-72.624534197442,2
39,NORTH ST,010601205,42.324756240623,-72.630454000379,3
68,WINTERBERRY LN,01062,42.30676255762,-72.686635550431,2
26,TRUMBULL RD,01060,42.321612985023,-72.633830398616,8
310,ELM ST,01060,42.323806948179,-72.648474254016,7
696,FLORENCE RD,01062,42.307635365197,-72.674308285431,2
134,WILLIAMS ST,01060,42.314666608495,-72.622804172627,3
35,GRAVES AVE,01060,42.322380599716,-72.627503570461,2
39,NORTHERN AVE,01060,42.329531256668,-72.628401980046,3
7,GILRAIN TER,01062,42.321203151867,-72.689510794678,1
216,LOVEFIELD ST,01060,42.292382271165,-72.657347336718,2
36,SOVEREIGN WAY,010629615,42.303328533798,-72.695244267907,2
74,MASSASOIT ST,01060,42.327032220702,-72.645373201298,2
37,MANHAN ST,01060,42.309606621186,-72.634854667184,1
4,GREELEY AVE,01062,42.339953469271,-72.677555853816,1
385,RYAN RD,01062,42.321011667289,-72.690638915026,2
46,ELIZABETH ST,01060,42.327715010535,-72.626630008512,2
29,COLUMBUS AVE,010604252,42.310805442888,-72.633912960363,2
89,SANDY HILL RD,01062,42.322168244199,-72.681053873469,2
39,LAUREL PARK,01060,42.360064630564,-72.63926916413,2
31,OLIVE ST,01060,42.308816962088,-72.636464411689,2
23,PAQUETTE AVE,01060,42.311800584342,-72.641355168373,1
317,PLEASANT ST,01060,42.316069026625,-72.626016285562,7
112,BLISS ST,01062,42.326115030947,-72.674580110551,1
161,TURKEY HILL RD,01062,42.311505247984,-72.722387720236,3
102,HAWLEY ST,01060,42.318085083886,-72.624452054791,4
244,GROVE ST,01060,42.307244768509,-72.653578246317,2
28,STODDARD ST,01060,42.327973047424,-72.637234960048,3
14,LANDY AVE,010621904,42.330280962554,-72.669702848731,3
41,WOODBINE AVE,01060,42.330569048566,-72.628261043051,2
18,LAUREL ST,010603634,42.30849731821,-72.64854835004,1
747,FLORENCE RD,01062,42.306064386995,-72.675656430738,2
301,PROSPECT ST,01060,42.329960731943,-72.645588700029,1
81,PINES EDGE DR,01060,42.345840624695,-72.64609588899,1
20,MARC CIR,01062,42.346996572962,-72.665928729189,1
155,SOUTH ST,01060,42.312210082222,-72.634837232826,2
51,WINTHROP ST,01060,42.307453896994,-72.637014851271,1
49,OLD SOUTH ST,010603854,42.315843427701,-72.632050920572,2
146,HINCKLEY ST,01062,42.328569587473,-72.66281476834,2
31,LANGWORTHY RD,01060,42.323363755049,-72.641625987665,1
6,AVIS CIR,01062,42.32686709721,-72.684018468803,2
1236,FLORENCE RD,01062,42.290634770082,-72.670723513081,2
225,MAIN ST N,010603173,42.341311755004,-72.678674898442,3
9,SHEPHERDS HOLLOW,01053,42.340105433175,-72.700463427557,2
36,LAUREL PARK,01060,42.35994988231,-72.638961883559,1
209,CRESCENT ST,010602114,42.325174832868,-72.643109249251,2
76,FRANKLIN ST,01060,42.325765128399,-72.643824057953,1
60,PRINCE ST,01060,42.310567648295,-72.648586822976,8
53,CORTICELLI ST,01062,42.333875038817,-72.676804080921,2
110,MAPLEWOOD TER,01062,42.325104173424,-72.664042214241,2
50,RIVER RD,01053,42.356536855156,-72.702021120443,4
104,BLACK BIRCH TRAIL,01062,42.30739187091,-72.670369042396,2
76,PINE ST,010621936,42.33204212614,-72.670183299421,2
35,BEATTIE DR,01062,42.317084619923,-72.688143622451,2
28,FAIRVIEW AVE,01060,42.309624600368,-72.635754045395,2
562,KENNEDY RD,01053,42.354799496175,-72.723310735413,1
33,LAUREL PARK,01060,42.359782453794,-72.639261704236,2
45,MAIN ST F,01062,42.335837116621,-72.669023495479,2
81,NORTH MAIN ST,01062,42.3375625733,-72.674231088103,3
435,BURTS PIT RD,010623678,42.316644737644,-72.667588848932,1
137,NORTH MAPLE ST,01062,42.341776491302,-72.671313850522,3
11,FAIR ST,010602530,42.325053546729,-72.62426002539,2
372,AUDUBON RD,010539770,42.36085278092,-72.716667909509,2
63,GRANT AVE,01060,42.329011062313,-72.626869311848,1
371,AUDUBON RD,01053,42.361744699237,-72.714502109547,2
10,ALAMO CT,010623423,42.321747682207,-72.689835258149,3
32,DANA ST,01060,42.333542151532,-72.654595390267,2
50,OLANDER DR,010603631,42.312893794064,-72.646228406879,2
51,HARRISON AVE,01060,42.321139407494,-72.646299904513,2
19,HIGGINS WAY,010603676,42.314934116935,-72.64857869253,2
60,SHEFFIELD LN,01062,42.338669948438,-72.670661738455,2
148,FRANKLIN ST,01060,42.32855081201,-72.642332414464,4
193,EMERSON WAY,01062,42.308721115025,-72.67852421509,2
105,FERN ST,01062,42.343446878876,-72.678063964787,1
87,VILLAGE HILL RD,01060,42.314001923573,-72.647822980139,1
695,KENNEDY RD,01053,42.360823737625,-72.719862336628,4
95,ROUND HILL RD,010602123,42.325218628312,-72.639390869364,2
81,CONZ ST,010603843,42.313166038279,-72.627911936784,1
28,RIDGE VIEW RD,01062,42.291740091653,-72.730019610715,2
44,GROVE AVE,01053,42.355817352587,-72.699444523407,2
408,WESTHAMPTON RD,01062,42.30198135241,-72.691783799181,2
26,MARSHALL ST,01060,42.333060527375,-72.622729322232,2
50,WATER ST,01053,42.352030408733,-72.702162020235,2
317,PLEASANT ST,010603939,42.316069026625,-72.626016285562,1
20,ALAMO CT,01062,42.321734648348,-72.69025854426,1
108,MARIAN ST,01060,42.354883357116,-72.645856334197,2
59,INDIAN HILL,010622655,42.32263385892,-72.6788730699,1
36,FAIRVIEW AVE,010604206,42.309515887084,-72.635360682679,1
20,HAMPTON AVE,010604407,42.317876416407,-72.628696650559,6
15,MANHAN ST,010604213,42.310173028293,-72.635406531689,2
309,FLORENCE RD,010622667,42.320244806968,-72.67403570594,2
569,BURTS PIT RD,010623617,42.315153764708,-72.674002932698,2
11,TRUMBULL RD,01060,42.322196491213,-72.632813506123,1
49,FIRETHORN LN,010604500,42.340368834483,-72.650354231079,1
23,CHARLES ST,01060,42.306742734419,-72.641532529444,2
88,MAYNARD RD,01060,42.321020887383,-72.648840375547,1
54,SANDY HILL RD,01062,42.323418991791,-72.680793363918,1
85,WOODMONT RD,010602343,42.328958843057,-72.631209545131,3
17,LYMAN RD,01060,42.312358232361,-72.632580153939,3
34,HOCKANUM RD,01060,42.314365362895,-72.622863348863,3
150,NONOTUCK ST,01062,42.330351705817,-72.668232495276,2
306,CHESTERFIELD RD,01053,42.342705918636,-72.706763852717,2
431,ACREBROOK DR,01062,42.315470600648,-72.695646012526,1
149,ELM ST,01060,42.321201894582,-72.641315857247,6
35,RICK DR,01062,42.348454772657,-72.6657164994,1
310,COLES MEADOW RD,01060,42.363593998534,-72.645722391385,1
9,CHARLES ST,01060,42.307069125728,-72.6417890995,1
65,SOUTH ST,010604030,42.315383177397,-72.633738700596,2
39,ROE AVE,01060,42.331952272138,-72.649225943093,1
32,HICKORY DR,01062,42.323370125295,-72.685406092873,1
159,CRESCENT ST,01060,42.326645563509,-72.641447956041,3
184,ACREBROOK DR,01062,42.316235030217,-72.688280834206,3
69,OLD SOUTH ST,01060,42.31544700559,-72.632461047095,1
486,SYLVESTER RD,01062,42.325832183625,-72.720778562464,2
637,WESTHAMPTON RD,01062,42.301392104617,-72.702168390482,3
99,BROOKWOOD DR,01062,42.321268865988,-72.680208223257,1
425,NORTH MAIN ST,010539796,42.34906828606,-72.680620361436,56
330,HAYDENVILLE RD,010539784,42.3600502556,-72.69325289535,1
91,NORTH MAIN ST,01062,42.337903004297,-72.674670048372,2
36,BROOKWOOD DR,01062,42.321509300881,-72.677223176079,1
