street_number,street_name,zip_code,latitude,longitude,people_count
NA,SMITH COLLEGE HUBBARD,01063,42.31728667945665, -72.63701165277905,2
0,SMITH COLLEGE HAYNES,01063,42.32010781546649,-72.64444303594593,5
NA,SMITH COLLEGE EMERSON,01063,42.3201794636214,-72.64339327378084,3
NA,SMITH COLLEGE LAWRENCE,01063,42.31687888745164, -72.63835442260023,3
NA,SMITH COLLEGE WILSON,01063,42.320959627138684,-72.64427615067866,1
