"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00190120","AMHERST, MA US","2014-10-14","59",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2014-10-15","75",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2014-10-16","77",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2014-10-17","71",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2014-10-18","72",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2014-10-19","64",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2014-10-20","53",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2014-10-21","57",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2014-10-22","59",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2014-10-23","54",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2014-10-24","52",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2014-10-25","54",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2014-10-26","64",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2014-10-27","56",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2014-10-28","61",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2014-10-29","64",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2014-10-30","60",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2014-10-31","55",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2014-11-01","51",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2014-11-02","44",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2014-11-03","45",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2014-11-04","56",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2014-11-05","65",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2014-11-06","65",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2014-11-07","44",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2014-11-08","47",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2014-11-09","48",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2014-11-10","54",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2014-11-11","57",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2014-11-12","57",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2014-11-13","65",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2014-11-14","48",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2014-11-15","48",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2014-11-16","39",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2014-11-17","40",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2014-11-18","37",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2014-11-19","37",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2014-11-20","35",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2014-11-21","44",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2014-11-22","33",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2014-11-23","42",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2014-11-24","57",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2014-11-25","65",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2014-11-26","58",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2014-11-27","40",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2014-11-28","37",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2014-11-29","33",",,7","10",",,7"
"USC00190120","AMHERST, MA US","2014-11-30","33",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2014-12-01","47",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2014-12-02","52",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2014-12-03","36",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2014-12-04","44",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2014-12-05","40",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2014-12-06","40",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2014-12-07","40",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2014-12-08","34",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2014-12-09","28",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2014-12-10","38",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2014-12-11","38",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2014-12-12","33",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2014-12-13","36",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2014-12-14","40",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2014-12-15","43",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2014-12-16","45",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2014-12-17","38",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2014-12-18","46",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2014-12-19","41",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2014-12-20","34",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2014-12-21","36",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2014-12-22","33",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2014-12-23","39",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2014-12-24","40",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2014-12-25","43",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2014-12-26","53",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2014-12-27","48",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2014-12-28","52",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2014-12-29","48",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2014-12-30","40",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2014-12-31","29",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2015-01-01","30",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2015-01-02","32",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2015-01-03","39",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2015-01-04","32",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2015-01-05","42",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2015-01-06","42",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2015-01-07","18",",,7","3",",,7"
"USC00190120","AMHERST, MA US","2015-01-08","23",",,7","-4",",,7"
"USC00190120","AMHERST, MA US","2015-01-09","20",",,7","-5",",,7"
"USC00190120","AMHERST, MA US","2015-01-10","29",",,7","0",",,7"
"USC00190120","AMHERST, MA US","2015-01-11","22",",,7","-6",",,7"
"USC00190120","AMHERST, MA US","2015-01-12","29",",,7","0",",,7"
"USC00190120","AMHERST, MA US","2015-01-13","34",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2015-01-14","20",",,7","-3",",,7"
"USC00190120","AMHERST, MA US","2015-01-15","15",",,7","2",",,7"
"USC00190120","AMHERST, MA US","2015-01-16","29",",,7","4",",,7"
"USC00190120","AMHERST, MA US","2015-01-17","36",",,7","1",",,7"
"USC00190120","AMHERST, MA US","2015-01-18","24",",,7","7",",,7"
"USC00190120","AMHERST, MA US","2015-01-19","37",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2015-01-20","38",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2015-01-21","35",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2015-01-22","28",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2015-01-23","34",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-01-24","37",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-01-25","34",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2015-01-26","35",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2015-01-27","23",",,7","10",",,7"
"USC00190120","AMHERST, MA US","2015-01-28","22",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-01-29","28",",,7","-4",",,7"
"USC00190120","AMHERST, MA US","2015-01-30","30",",,7","-4",",,7"
"USC00190120","AMHERST, MA US","2015-01-31","34",",,7","7",",,7"
"USC00190120","AMHERST, MA US","2015-02-01","20",",,7","1",",,7"
"USC00190120","AMHERST, MA US","2015-02-02","31",",,7","4",",,7"
"USC00190120","AMHERST, MA US","2015-02-03","15",",,7","-6",",,7"
"USC00190120","AMHERST, MA US","2015-02-04","23",",,7","-5",",,7"
"USC00190120","AMHERST, MA US","2015-02-05","34",",,7","5",",,7"
"USC00190120","AMHERST, MA US","2015-02-06","30",",,7","-12",",,7"
"USC00190120","AMHERST, MA US","2015-02-07","27",",,7","-9",",,7"
"USC00190120","AMHERST, MA US","2015-02-08","26",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2015-02-09","27",",,7","14",",,7"
"USC00190120","AMHERST, MA US","2015-02-10","21",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2015-02-11","36",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2015-02-12","29",",,7","9",",,7"
"USC00190120","AMHERST, MA US","2015-02-13","28",",,7","1",",,7"
"USC00190120","AMHERST, MA US","2015-02-14","15",",,7","-10",",,7"
"USC00190120","AMHERST, MA US","2015-02-15","18",",,7","-6",",,7"
"USC00190120","AMHERST, MA US","2015-02-16","16",",,7","-15",",,7"
"USC00190120","AMHERST, MA US","2015-02-17","16",",,7","-14",",,7"
"USC00190120","AMHERST, MA US","2015-02-18","22",",,7","-11",",,7"
"USC00190120","AMHERST, MA US","2015-02-19","32",",,7","-10",",,7"
"USC00190120","AMHERST, MA US","2015-02-20","22",",,7","2",",,7"
"USC00190120","AMHERST, MA US","2015-02-21","18",",,7","-15",",,7"
"USC00190120","AMHERST, MA US","2015-02-22","29",",,7","-13",",,7"
"USC00190120","AMHERST, MA US","2015-02-23","42",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2015-02-24","19",",,7","-16",",,7"
"USC00190120","AMHERST, MA US","2015-02-25","18",",,7","-13",",,7"
"USC00190120","AMHERST, MA US","2015-02-26","34",",,7","7",",,7"
"USC00190120","AMHERST, MA US","2015-02-27","23",",,7","1",",,7"
"USC00190120","AMHERST, MA US","2015-02-28","27",",,7","-9",",,7"
"USC00190120","AMHERST, MA US","2015-03-01","31",",,7","-6",",,7"
"USC00190120","AMHERST, MA US","2015-03-02","25",",,7","3",",,7"
"USC00190120","AMHERST, MA US","2015-03-03","33",",,7","2",",,7"
"USC00190120","AMHERST, MA US","2015-03-04","35",",,7","2",",,7"
"USC00190120","AMHERST, MA US","2015-03-05","42",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2015-03-06","30",",,7","-5",",,7"
"USC00190120","AMHERST, MA US","2015-03-07","28",",,7","-2",",,7"
"USC00190120","AMHERST, MA US","2015-03-08","38",",,7","0",",,7"
"USC00190120","AMHERST, MA US","2015-03-09","43",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-03-10","47",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-03-11","51",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2015-03-12","55",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2015-03-13","38",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-03-14","40",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-03-15","40",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2015-03-16","42",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2015-03-17","50",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2015-03-18","49",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2015-03-19","30",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-03-20","35",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2015-03-21","30",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2015-03-22","44",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2015-03-23","30",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2015-03-24","31",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2015-03-25","41",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2015-03-26","48",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2015-03-27","43",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2015-03-28","45",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2015-03-29","35",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2015-03-30","43",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2015-03-31","46",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2015-04-01","49",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2015-04-02","46",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2015-04-03","63",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2015-04-04","63",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2015-04-05","48",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2015-04-06","48",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2015-04-07","59",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2015-04-08","45",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2015-04-09","42",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2015-04-10","38",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2015-04-11","51",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2015-04-12","52",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2015-04-13","69",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2015-04-14","70",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2015-04-15","66",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2015-04-16","66",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2015-04-17","67",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2015-04-18","66",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2015-04-19","75",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2015-04-20","64",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2015-04-21","48",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2015-04-22","63",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2015-04-23","68",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2015-04-24","49",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2015-04-25","45",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2015-04-26","56",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2015-04-27","57",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2015-04-28","57",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2015-04-29","63",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2015-04-30","70",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2015-05-01","64",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2015-05-02","60",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2015-05-03","74",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2015-05-04","76",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2015-05-05","85",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2015-05-06","81",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2015-05-07","76",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2015-05-08","83",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-05-09","88",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-05-10","77",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-05-11","90",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2015-05-12","86",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2015-05-13","84",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2015-05-14","64",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2015-05-15","71",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2015-05-16","73",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2015-05-17","74",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2015-05-18","87",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-05-19","76",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-05-20","76",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-05-21","59",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2015-05-22","66",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2015-05-23","71",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2015-05-24","65",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2015-05-25","82",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2015-05-26","83",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2015-05-27","86",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2015-05-28","86",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2015-05-29","83",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2015-05-30","83",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2015-05-31","84",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2015-06-01","73",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-06-02","52",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2015-06-03","54",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2015-06-04","65",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2015-06-05","69",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2015-06-06","77",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-06-07","73",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2015-06-08","74",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-06-09","74",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2015-06-10","78",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-06-11","81",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-06-12","86",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-06-13","85",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2015-06-14","83",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-06-15","84",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2015-06-16","63",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-06-17","75",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2015-06-18","74",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-06-19","74",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-06-20","83",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2015-06-21","75",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-06-22","85",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-06-23","84",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2015-06-24","88",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2015-06-25","81",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-06-26","81",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-06-27","77",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-06-28","72",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-06-29","61",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-06-30","73",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-07-01","80",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2015-07-02","81",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-07-03","77",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-07-04","79",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-07-05","69",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-07-06","84",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-07-07","84",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2015-07-08","79",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2015-07-09","84",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2015-07-10","77",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2015-07-11","82",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2015-07-12","86",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-07-13","89",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2015-07-14","85",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2015-07-15","80",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2015-07-16","81",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2015-07-17","77",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2015-07-18","80",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-07-19","80",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2015-07-20","89",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2015-07-21","88",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2015-07-22","88",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-07-23","81",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-07-24","80",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-07-25","81",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-07-26","80",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-07-27","81",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-07-28","82",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2015-07-29","89",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2015-07-30","91",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2015-07-31","86",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2015-08-01","84",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2015-08-02","83",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-08-03","85",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2015-08-04","88",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2015-08-05","84",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-08-06","80",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-08-07","78",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-08-08","81",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2015-08-09","81",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-08-10","80",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-08-11","83",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2015-08-12","78",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2015-08-13","82",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2015-08-14","81",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-08-15","85",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2015-08-16","87",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2015-08-17","87",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2015-08-18","90",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2015-08-19","91",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2015-08-20","87",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2015-08-21","87",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2015-08-22","79",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-08-23","83",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-08-24","77",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2015-08-25","85",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2015-08-26","85",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2015-08-27","78",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2015-08-28","77",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2015-08-29","78",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2015-08-30","80",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2015-08-31","83",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2015-09-01","86",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-09-02","85",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-09-03","88",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2015-09-04","88",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2015-09-05","79",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2015-09-06","81",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2015-09-07","86",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-09-08","90",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2015-09-09","93",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2015-09-10","91",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2015-09-11","74",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2015-09-12","78",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-09-13","79",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2015-09-14","71",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-09-15","69",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2015-09-16","82",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2015-09-17","83",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-09-18","85",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2015-09-19","84",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2015-09-20","80",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2015-09-21","71",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2015-09-22","70",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-09-23","69",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2015-09-24","76",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2015-09-25","78",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2015-09-26","70",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2015-09-27","68",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2015-09-28","71",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2015-09-29","77",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2015-09-30","80",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2015-10-01","73",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2015-10-02","62",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-10-03","55",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-10-04","55",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2015-10-05","60",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2015-10-06","63",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2015-10-07","70",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2015-10-08","70",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2015-10-09","70",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2015-10-10","67",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2015-10-11","67",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2015-10-12","68",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2015-10-13","75",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2015-10-14","70",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2015-10-15","65",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2015-10-16","62",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2015-10-17","60",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2015-10-18","53",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2015-10-19","44",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2015-10-20","50",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2015-10-21","68",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2015-10-22","68",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2015-10-23","71",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2015-10-24","71",",,7","26",",,7"
