"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00190120","AMHERST, MA US","2017-05-07","70",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-05-08","60",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2017-05-09","51",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2017-05-10","54",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2017-05-11","58",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2017-05-12","64",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2017-05-13","66",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2017-05-14","56",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2017-05-15","57",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2017-05-16","65",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2017-05-17","78",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-05-18","92",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2017-05-19","93",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-05-20","86",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2017-05-21","72",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2017-05-22","70",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2017-05-23","56",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-05-24","69",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-05-25","73",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-05-26","58",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-05-27","59",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-05-28","71",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-05-29","71",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2017-05-30","58",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-05-31","61",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-06-01","73",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-06-02","76",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2017-06-03","69",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2017-06-04","70",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2017-06-05","70",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2017-06-06","60",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-06-07","52",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2017-06-08","75",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2017-06-09","79",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2017-06-10","79",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-06-11","84",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2017-06-12","92",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-06-13","94",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-06-14","92",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-06-15","83",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2017-06-16","74",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2017-06-17","77",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2017-06-18","76",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2017-06-19","84",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2017-06-20","86",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2017-06-21","82",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2017-06-22","81",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-06-23","83",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2017-06-24","88",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2017-06-25","83",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2017-06-26","81",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2017-06-27","77",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2017-06-28","72",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2017-06-29","77",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-06-30","77",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-07-01","84",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2017-07-02","85",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2017-07-03","86",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-07-04","82",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-07-05","84",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2017-07-06","84",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2017-07-07","81",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2017-07-08","81",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2017-07-09","82",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2017-07-10","81",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2017-07-11","84",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2017-07-12","84",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-07-13","83",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2017-07-14","84",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2017-07-15","65",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-07-16","84",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2017-07-17","86",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-07-18","86",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-07-19","86",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2017-07-20","90",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-07-21","90",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-07-22","88",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-07-23","82",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-07-24","82",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2017-07-25","60",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2017-07-26","67",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2017-07-27","79",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2017-07-28","72",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-07-29","82",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-07-30","76",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-07-31","82",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2017-08-01","87",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2017-08-02","88",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-08-03","86",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-08-04","84",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2017-08-05","82",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2017-08-06","79",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2017-08-07","76",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-08-08","70",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2017-08-09","79",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-08-10","84",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-08-11","85",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2017-08-12","82",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-08-13","78",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-08-14","82",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2017-08-15","79",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2017-08-16","76",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-08-17","82",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-08-18","81",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-08-19","77",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2017-08-20","85",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-08-21","81",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2017-08-22","86",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2017-08-23","88",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2017-08-24","78",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-08-25","76",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2017-08-26","74",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2017-08-27","74",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2017-08-28","75",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2017-08-29","76",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2017-08-30","64",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-08-31","76",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2017-09-01","74",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2017-09-02","67",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2017-09-03","70",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2017-09-04","60",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2017-09-05","79",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2017-09-06","84",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2017-09-07","66",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2017-09-08","73",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2017-09-09","70",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2017-09-10","70",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2017-09-11","72",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2017-09-12","77",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2017-09-13","83",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2017-09-14","81",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2017-09-15","80",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2017-09-16","82",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2017-09-17","83",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-09-18","84",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-09-19","76",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-09-20","77",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2017-09-21","77",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2017-09-22","77",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2017-09-23","76",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2017-09-24","86",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2017-09-25","91",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2017-09-26","90",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-09-27","88",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-09-28","86",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2017-09-29","75",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2017-09-30","67",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2017-10-01","53",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2017-10-02","67",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2017-10-03","69",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2017-10-04","69",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2017-10-05","75",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2017-10-06","78",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2017-10-07","66",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2017-10-08","76",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2017-10-09","77",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2017-10-10","75",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2017-10-11","77",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2017-10-12","71",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2017-10-13","63",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2017-10-14","66",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2017-10-15","72",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-10-16","75",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2017-10-17","56",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2017-10-18","58",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2017-10-19","73",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2017-10-20","73",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2017-10-21","69",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2017-10-22","76",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2017-10-23","75",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2017-10-24","71",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2017-10-25","74",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2017-10-26","66",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2017-10-27","54",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2017-10-28","63",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2017-10-29","67",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2017-10-30","68",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2017-10-31","62",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2017-11-01","56",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2017-11-02","46",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2017-11-03","69",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2017-11-04","71",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2017-11-05","53",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2017-11-06","61",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2017-11-07","64",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2017-11-08","44",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2017-11-09","47",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2017-11-10","50",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2017-11-11","35",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2017-11-12","37",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2017-11-13","45",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2017-11-14","40",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2017-11-15","39",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2017-11-16","47",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2017-11-17","44",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2017-11-18","43",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2017-11-19","55",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2017-11-20","57",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2017-11-21","42",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2017-11-22","57",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2017-11-23","44",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2017-11-24","42",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2017-11-25","49",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2017-11-26","56",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2017-11-27","44",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2017-11-28","45",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2017-11-29","45",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2017-11-30","59",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2017-12-01","43",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2017-12-02","49",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2017-12-03","40",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2017-12-04","39",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2017-12-05","48",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2017-12-06","58",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2017-12-07","42",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2017-12-08","44",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2017-12-09","37",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2017-12-10","32",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2017-12-11","37",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2017-12-12","38",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2017-12-13","35",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2017-12-14","22",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2017-12-15","27",",,7","8",",,7"
"USC00190120","AMHERST, MA US","2017-12-16","23",",,7","9",",,7"
"USC00190120","AMHERST, MA US","2017-12-17","31",",,7","6",",,7"
"USC00190120","AMHERST, MA US","2017-12-18","28",",,7","6",",,7"
"USC00190120","AMHERST, MA US","2017-12-19","31",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2017-12-20","39",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2017-12-21","39",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2017-12-22","34",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2017-12-23","26",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2017-12-24","38",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2017-12-25","36",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2017-12-26","33",",,7","5",",,7"
"USC00190120","AMHERST, MA US","2017-12-27","24",",,7","-6",",,7"
"USC00190120","AMHERST, MA US","2017-12-28","19",",,7","-6",",,7"
"USC00190120","AMHERST, MA US","2017-12-29","10",",,7","-3",",,7"
"USC00190120","AMHERST, MA US","2017-12-30","12",",,7","-5",",,7"
"USC00190120","AMHERST, MA US","2017-12-31","12",",,7","-9",",,7"
"USC00190120","AMHERST, MA US","2018-01-01","12",",,7","-9",",,7"
"USC00190120","AMHERST, MA US","2018-01-02","11",",,7","-14",",,7"
"USC00190120","AMHERST, MA US","2018-01-03","21",",,7","-14",",,7"
"USC00190120","AMHERST, MA US","2018-01-04","23",",,7","-1",",,7"
"USC00190120","AMHERST, MA US","2018-01-05","24",",,7","8",",,7"
"USC00190120","AMHERST, MA US","2018-01-06","11",",,7","2",",,7"
"USC00190120","AMHERST, MA US","2018-01-07","11",",,7","-18",",,7"
"USC00190120","AMHERST, MA US","2018-01-08","18",",,7","-17",",,7"
"USC00190120","AMHERST, MA US","2018-01-09","30",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2018-01-10","41",",,7","6",",,7"
"USC00190120","AMHERST, MA US","2018-01-11","36",",,7","7",",,7"
"USC00190120","AMHERST, MA US","2018-01-12","49",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2018-01-13","60",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2018-01-14","38",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2018-01-15","22",",,7","8",",,7"
"USC00190120","AMHERST, MA US","2018-01-16","21",",,7","8",",,7"
"USC00190120","AMHERST, MA US","2018-01-17","31",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2018-01-18","32",",,7","3",",,7"
"USC00190120","AMHERST, MA US","2018-01-19","29",",,7","3",",,7"
"USC00190120","AMHERST, MA US","2018-01-20","35",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2018-01-21","48",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2018-01-22","48",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2018-01-23","37",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2018-01-24","40",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-01-25","35",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2018-01-26","35",",,7","8",",,7"
"USC00190120","AMHERST, MA US","2018-01-27","34",",,7","7",",,7"
"USC00190120","AMHERST, MA US","2018-01-28","50",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-01-29","48",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2018-01-30","43",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2018-01-31","36",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2018-02-01","32",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2018-02-02","40",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2018-02-03","25",",,7","4",",,7"
"USC00190120","AMHERST, MA US","2018-02-04","29",",,7","7",",,7"
"USC00190120","AMHERST, MA US","2018-02-05","40",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-02-06","37",",,7","14",",,7"
"USC00190120","AMHERST, MA US","2018-02-07","32",",,7","14",",,7"
"USC00190120","AMHERST, MA US","2018-02-08","32",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2018-02-09","32",",,7","4",",,7"
"USC00190120","AMHERST, MA US","2018-02-10","34",",,7","4",",,7"
"USC00190120","AMHERST, MA US","2018-02-11","44",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2018-02-12","42",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2018-02-13","39",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2018-02-14","33",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2018-02-15","49",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2018-02-16","47",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2018-02-17","49",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2018-02-18","38",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2018-02-19","42",",,7","14",",,7"
"USC00190120","AMHERST, MA US","2018-02-20","46",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2018-02-21","67",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2018-02-22","78",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2018-02-23","41",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2018-02-24","45",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2018-02-25","51",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2018-02-26","37",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2018-02-27","51",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2018-02-28","54",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2018-03-01","58",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2018-03-02","58",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2018-03-03","39",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2018-03-04","46",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2018-03-05","41",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2018-03-06","43",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2018-03-07","47",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-03-08","35",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2018-03-09","39",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2018-03-10","37",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2018-03-11","40",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2018-03-12","42",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2018-03-13","44",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-03-14","33",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2018-03-15","37",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2018-03-16","40",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2018-03-17","37",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2018-03-18","42",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2018-03-19","34",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2018-03-20","39",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2018-03-21","43",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2018-03-22","40",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-03-23","53",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2018-03-24","47",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2018-03-25","47",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2018-03-26","47",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2018-03-27","49",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2018-03-28","51",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2018-03-29","58",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2018-03-30","49",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2018-03-31","53",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2018-04-01","57",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2018-04-02","51",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-04-03","43",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2018-04-04","43",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2018-04-05","51",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2018-04-06","40",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2018-04-07","38",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2018-04-08","43",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2018-04-09","42",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2018-04-10","45",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2018-04-11","42",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2018-04-12","51",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2018-04-13","56",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2018-04-14","69",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2018-04-15","60",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2018-04-16","35",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2018-04-17","43",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2018-04-18","48",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2018-04-19","50",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2018-04-20","45",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2018-04-21","50",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2018-04-22","59",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2018-04-23","62",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2018-04-24","67",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2018-04-25","68",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2018-04-26","59",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2018-04-27","62",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2018-04-28","56",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2018-04-29","71",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2018-04-30","51",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2018-05-01","52",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2018-05-02","73",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2018-05-03","88",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2018-05-04","86",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2018-05-05","86",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2018-05-06","75",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2018-05-07","61",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2018-05-08","72",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2018-05-09","76",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2018-05-10","81",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2018-05-11","64",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2018-05-12","72",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2018-05-13","72",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2018-05-14","64",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2018-05-15","77",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2018-05-16","81",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2018-05-17","70",",,7","51",",,7"
