FID,UNIQUEID,SPP_COM,SPP_BOT,DBH,LOCATION,ADDRESS,STREET,ONSTR,X,Y,LATITUDE,LONGITUDE
91,CXK20161025113452,Stump,Stump,17.000000000000000,Street,45.000000000000000,ACREBROOK DR,ACREBROOK DR,101994.458636000000000,897209.069835999980000,42.319221056000004,-72.688955193100000
92,CXK20161025111841,Stump,Stump,10.000000000000000,Street,30.000000000000000,ACREBROOK DR,ACREBROOK DR,101960.667830000010000,897286.569780000020000,42.319914468299999,-72.689378182699997
93,CXK20161025143312,Stump,Stump,26.000000000000000,Street,53.000000000000000,AUSTIN CIR,AUSTIN CIR,101759.360766000000000,896895.718820999960000,42.316370737000000,-72.691753804599998
94,CXK20161025092041,Stump,Stump,15.000000000000000,Street,48.000000000000000,HICKORY DR,BIRCH HILL RD,102250.804208999990000,897559.580120000060000,42.322408472100001,-72.685904851999993
95,CXK20161025143953,Stump,Stump,25.000000000000000,Borderline,15.000000000000000,AUSTIN CIR,AUSTIN CIR,101688.707169000000000,896839.704440000000000,42.315857606000002,-72.692601289099997
96,CXK20161025111907,Stump,Stump,30.000000000000000,Street,38.000000000000000,ACREBROOK DR,ACREBROOK DR,101974.220983000010000,897270.678359000010000,42.319773115200000,-72.689211094300006
97,CXK20161025141646,Stump,Stump,9.000000000000000,Street,113.000000000000000,BRIERWOOD DR,BRIERWOOD DR,102005.393010999990000,896926.659390000040000,42.316680171900003,-72.688774813600006
98,CXK20161025142116,Stump,Stump,14.000000000000000,Street,113.000000000000000,BRIERWOOD DR,ACREBROOK DR,101993.040282000000000,896886.275127999950000,42.316315083100001,-72.688917817299995
99,CXK20161013113248,Stump,Stump,18.000000000000000,Street,575.000000000000000,BRIDGE RD,BRIDGE RD,104672.194921000000000,899375.738926999970000,42.339056879099999,-72.656830716100004
100,JXS20161026142927,Stump,Stump,25.000000000000000,Street,142.000000000000000,PROSPECT AVE,PROSPECT AVE,105342.192662999990000,898984.202315000000000,42.335613779799999,-72.648637103699997
101,JXS20161018140158,Stump,Stump,35.000000000000000,Street,81.000000000000000,VERNON ST,FEDERAL ST,105095.317306000000000,897383.678195000040000,42.321175854200000,-72.651370331099997
102,CXK20161103090317,Stump,Stump,12.000000000000000,Street,628.000000000000000,WESTHAMPTON RD,WESTHAMPTON RD,100949.580058000010000,895216.833149999960000,42.301155149700001,-72.701289114299996
103,CXK20161103083944,Stump,Stump,42.000000000000000,Borderline,516.000000000000000,WESTHAMPTON RD,WESTHAMPTON RD,101334.609472000000000,895268.504164000040000,42.301669015900004,-72.696628860700002
104,ZXR20161014110724,Stump,Stump,3.000000000000000,Street,243.000000000000000,PLEASANT ST,PLEASANT ST,107147.975114999990000,896901.512411999980000,42.317082105899999,-72.626393457999995
105,CXK20161026100234,Stump,Stump,15.000000000000000,Street,61.000000000000000,OVERLOOK DR,OVERLOOK DR,101789.892193000010000,896667.718970000050000,42.314322124100002,-72.691344848300005
106,CXK20161026103630,Stump,Stump,11.000000000000000,Street,109.000000000000000,OVERLOOK DR,BROOKSIDE CIR,101992.351784000000000,896763.196999000040000,42.315207048100000,-72.688905358599996
107,CXK20161027084942,Stump,Stump,19.000000000000000,Street,54.000000000000000,DEERFIELD DR,DEERFIELD DR,101440.873125000000000,896471.260376999970000,42.312509642199998,-72.695544694800006
108,CXK20161111090716,Stump,Stump,27.000000000000000,Street,277.000000000000000,SPRING ST,SPRING ST,102046.461113000000000,899177.899258999970000,42.336950926000000,-72.688657236400005
109,CXK20161027093348,Stump,Stump,15.000000000000000,Street,824.000000000000000,RYAN RD,BURTS PIT RD,100696.361287000010000,896245.562446000050000,42.310383613900001,-72.704535937399996
110,CXK20161018161447,Stump,Stump,8.000000000000000,Borderline,569.000000000000000,RIVERSIDE DR,RIVERSIDE DR,103592.302476000000000,898160.291366999970000,42.327982835699999,-72.669731628700006
111,CXK20161025113427,Stump,Stump,22.000000000000000,Street,53.000000000000000,ACREBROOK DR,ACREBROOK DR,101996.722985999990000,897202.361577000000000,42.319160952499999,-72.688926592399994
112,ZXR20161028083157,Stump,Stump,15.000000000000000,Street,1.000000000000000,ROUNDHOUSE PLAZA,ROUNDHOUSE PLAZA,106671.797454000000000,896855.691788000050000,42.316612869399997,-72.632161943300005
113,ZXR20161006112322,Stump,Stump,14.000000000000000,Street,32.000000000000000,WASHINGTON PL,VERNON ST,105145.929430000000000,897367.155092000030000,42.321033261399997,-72.650753682200005
114,JXS20161027135057,Stump,Stump,18.000000000000000,Borderline,103.000000000000000,RICK DR,RICK DR,103719.026222000000000,900516.491943000000000,42.349208941699999,-72.668585903600004
115,CXK20161104112643,Stump,Stump,12.000000000000000,Street,967.000000000000000,FLORENCE RD,FLORENCE RD,103237.589871000000000,895003.376843999950000,42.299520354400002,-72.673507929699994
116,CXK20161028120935,Stump,Stump,33.000000000000000,Street,405.000000000000000,FLORENCE RD,FLORENCE RD,103387.682568000000000,896992.776151000060000,42.317447568100000,-72.672019373300003
117,CXK20161028121917,Stump,Stump,18.000000000000000,Street,369.000000000000000,FLORENCE RD,FLORENCE RD,103363.548446999990000,897145.333366999980000,42.318817904500001,-72.672337546300000
118,JXS20161110082148,Stump,Stump,52.000000000000000,Street,615.000000000000000,SPRING ST,SPRING ST,101155.918095999990000,900159.925944000020000,42.345678828899999,-72.699630066699996
119,CXK20161028120859,Stump,Stump,31.000000000000000,Street,405.000000000000000,FLORENCE RD,FLORENCE RD,103387.321901000000000,896989.345061999980000,42.317416636799997,-72.672023176099998
120,CXK20161018135827,Stump,Stump,51.000000000000000,Street,82.000000000000000,MAPLEWOOD TERR,MAPLEWOOD TERR,104022.560503000000000,897748.856478999950000,42.324332095499997,-72.664443736400003
121,CXK20161012134720,Stump,Stump,31.000000000000000,Street,429.000000000000000,BRIDGE RD,BRIDGE RD,104183.182707000000000,899703.868753000050000,42.341950838499997,-72.662818570200002
122,CXK20161014115751,Stump,Stump,32.000000000000000,Street,43.000000000000000,NONOTUCK ST,NONOTUCK ST,104224.976045000000000,898297.226962000020000,42.329293384200000,-72.662078875899994
123,CXK20161018135934,Stump,Stump,30.000000000000000,Street,82.000000000000000,MAPLEWOOD TERR,MAPLEWOOD TERR,104013.680219000000000,897734.636395000040000,42.324202994700002,-72.664549107499994
124,CXK20161025145248,Stump,Stump,26.000000000000000,Street,235.000000000000000,ACREBROOK DR,ACREBROOK DR,101835.225240999990000,896827.270706000040000,42.315764106600000,-72.690822023199999
125,CXK20161025113250,Stump,Stump,27.000000000000000,Street,53.000000000000000,ACREBROOK DR,ACREBROOK DR,102007.850053999990000,897181.558141999990000,42.318975076400001,-72.688788104599993
126,CXK20161025141743,Stump,Stump,24.000000000000000,Street,113.000000000000000,BRIERWOOD DR,BRIERWOOD DR,102012.832632000010000,896908.379517999940000,42.316516550099998,-72.688681485000004
127,CXK20161031104635,Stump,Stump,5.000000000000000,Street,295.000000000000000,CARDINAL WAY,CARDINAL WAY,101676.462965000000000,896152.919037000040000,42.309673626299997,-72.692633319400002
128,JXS20161031143633,Stump,Stump,36.000000000000000,Street,312.000000000000000,HATFIELD ST,COOKE AVE,105629.643626000000000,899616.649920000000000,42.341341877399998,-72.645252451499999
129,CXK20161101093826,Stump,Stump,5.000000000000000,Street,71.000000000000000,CARDINAL WAY,CARDINAL WAY,101721.044179000000000,895625.305457000040000,42.304929656399999,-72.692003203300004
130,CXK20161026090839,Stump,Stump,23.000000000000000,Borderline,60.000000000000000,PENCASAL DR,PENCASAL DR,101633.710086000010000,896772.968179999970000,42.315249922400000,-72.693257039599999
131,CXK20161026094221,Stump,Stump,40.000000000000000,Street,324.000000000000000,ACREBROOK DR,BROOKSIDE CIR,101517.520485000000000,896682.474659000060000,42.314420659000000,-72.694650948499998
132,CXK20161101094242,Stump,Stump,6.000000000000000,Street,29.000000000000000,CARDINAL WAY,CARDINAL WAY,101730.256098000000000,895521.553362000040000,42.303996837800000,-72.691873905799994
133,CXK20161026130222,Stump,Stump,11.000000000000000,Street,1005.000000000000000,BURTS PIT RD,RURAL LN,101768.316269000000000,896273.467313000000000,42.310770358799999,-72.691539738000003
134,CXK20161102111504,Stump,Stump,31.000000000000000,Street,139.000000000000000,WESTHAMPTON RD,WESTHAMPTON RD,102703.078945999990000,895198.892423999960000,42.301214006099997,-72.680022308199995
135,CXK20161102111747,Stump,Stump,28.000000000000000,Street,115.000000000000000,WESTHAMPTON RD,WESTHAMPTON RD,102784.265644000000000,895181.196890000020000,42.301064817499999,-72.679034830600003
136,CXK20161102102856,Stump,Stump,8.000000000000000,Street,127.000000000000000,DUNPHY DR,DUNPHY DR,102661.491695000000000,895342.189946000000000,42.302498794400002,-72.680550668600006
137,CXK20161102111602,Stump,Stump,34.000000000000000,Street,139.000000000000000,WESTHAMPTON RD,WESTHAMPTON RD,102711.742652999990000,895197.041084000030000,42.301198419300000,-72.679916937100003
138,CXK20161102102921,Stump,Stump,8.000000000000000,Street,127.000000000000000,DUNPHY DR,DUNPHY DR,102667.311025000000000,895341.120003000020000,42.302489887900002,-72.680479919400000
139,CXK20161102103533,Stump,Stump,34.000000000000000,Street,95.000000000000000,DUNPHY DR,DUNPHY DR,102772.989884000000000,895308.368372000060000,42.302208216399997,-72.679192886899997
140,CXK20161103084053,Stump,Stump,34.000000000000000,Borderline,516.000000000000000,WESTHAMPTON RD,WESTHAMPTON RD,101323.917092000000000,895266.362914000060000,42.301648389800000,-72.696758158099996
141,CXK20161103090416,Stump,Stump,12.000000000000000,Street,628.000000000000000,WESTHAMPTON RD,WESTHAMPTON RD,100946.590991000000000,895216.133184000030000,42.301148469600001,-72.701325241600003
142,CXK20161103134047,Stump,Stump,17.000000000000000,Street,165.000000000000000,WEST FARMS RD,WEST FARMS RD,99711.724535799993000,895509.898652000000000,42.303635390300002,-72.716350556099997
143,CXK20161017152728,Stump,Stump,17.000000000000000,Borderline,101.000000000000000,MILTON ST,MILTON ST,104806.261111000000000,897623.158052999990000,42.323296479400000,-72.654916028599999
144,CXK20161018135700,Stump,Stump,48.000000000000000,Street,82.000000000000000,MAPLEWOOD TERR,MAPLEWOOD TERR,104032.461950000000000,897765.164345999950000,42.324480115999997,-72.664326322899996
145,ZXR20161012110956,Stump,Stump,8.000000000000000,Street,179.000000000000000,MAIN ST,MAIN ST,106717.571900000000000,897046.329980000040000,42.318334476799997,-72.631637400100004
146,CXK20161111123625,Stump,Stump,25.000000000000000,Street,41.000000000000000,NORTH LOUDVILLE RD,NORTH LOUDVILLE RD,98069.017583800000000,894564.548876999990000,42.294912777299999,-72.736105280100006
147,JXS20161114112359,Stump,Stump,8.000000000000000,Borderline,428.000000000000000,CHESTERFIELD RD,CHESTERFIELD RD,100082.341379000000000,899827.996978000040000,42.342554167999999,-72.712600614099998
148,JXS20161114083746,Stump,Stump,10.000000000000000,Street,185.000000000000000,CHESTERFIELD RD,CHESTERFIELD RD,100971.441870000000000,899878.547604999970000,42.343122504500002,-72.701820569099993
149,CXK20161111123702,Stump,Stump,20.000000000000000,Borderline,41.000000000000000,NORTH LOUDVILLE RD,NORTH LOUDVILLE RD,98072.638143499993000,894561.892393999970000,42.294889336099999,-72.736060913299994
150,JXS20161103130826,Stump,Stump,24.000000000000000,Borderline,47.000000000000000,EAST CENTER ST,EAST CENTER ST,101752.027946000000000,901262.293094999970000,42.355677499599999,-72.692583320200001
151,JXS20161103130914,Stump,Stump,29.000000000000000,Street,47.000000000000000,EAST CENTER ST,EAST CENTER ST,101733.194938000000000,901259.220014999970000,42.355647465300002,-72.692811373400005
