FID,UNIQUEID,SPP_COM,SPP_BOT,DBH,LOCATION,ADDRESS,STREET,ONSTR,X,Y,LATITUDE,LONGITUDE
152,ZXR20161007105831,Stump,Stump,10.000000000000000,Street,137.000000000000000,ELM ST,ROUND HILL RD,105989.440770000000000,897344.599530000010000,42.320932209600002,-72.640517910499995
153,JXS20161104150247,Stump,Stump,65.000000000000000,Street,168.000000000000000,HAYDENVILLE RD,HAYDENVILLE RD,101843.555127000000000,901156.001419999990000,42.354732186299998,-72.691454440599998
154,JXS20161104150537,Stump,Stump,28.000000000000000,Street,90.000000000000000,HAYDENVILLE RD,HAYDENVILLE RD,101902.316166000000000,900834.129290999960000,42.351842106600003,-72.690686736999993
155,CXK20161114125925,Stump,Stump,24.000000000000000,Street,374.000000000000000,SYLVESTER RD,SYLVESTER RD,99674.871409200001000,897604.348190000050000,42.322484804100000,-72.717159936700000
156,CXK20161114125436,Stump,Stump,38.000000000000000,Street,394.000000000000000,SYLVESTER RD,SYLVESTER RD,99655.229328200003000,897655.852971000010000,42.322945923399999,-72.717407123000001
157,CXK20161104092602,Stump,Stump,47.000000000000000,Street,629.000000000000000,FLORENCE RD,FLORENCE RD,103230.254153000000000,896187.813939000010000,42.310181792300000,-72.673794547900002
158,CXK20161104113651,Stump,Stump,17.000000000000000,Street,993.000000000000000,FLORENCE RD,FLORENCE RD,103262.140230000000000,894857.849954999980000,42.298213354600001,-72.673185953699999
159,CXK20161104092650,Stump,Stump,34.000000000000000,Street,629.000000000000000,FLORENCE RD,FLORENCE RD,103232.545658000000000,896191.986828999940000,42.310219640600003,-72.673767452500002
160,CXK20161104112737,Stump,Stump,18.000000000000000,Street,967.000000000000000,FLORENCE RD,FLORENCE RD,103239.954914000000000,894985.326012999980000,42.299358152800004,-72.673476239199999
161,CXK20161104112756,Stump,Stump,20.000000000000000,Street,967.000000000000000,FLORENCE RD,FLORENCE RD,103243.202015000000000,894978.198990999950000,42.299294397200001,-72.673435675299999
162,CXK20161107153227,Stump,Stump,13.000000000000000,Street,129.000000000000000,GREENLEAF DR,LONGFELLOW DR,102271.358834000000000,894870.149973000050000,42.298200768500003,-72.685202164000003
163,JXS20161107120124,Stump,Stump,20.000000000000000,Borderline,50.000000000000000,RIVER RD,RIVER RD,100987.801124000010000,901334.806753000010000,42.356233692600000,-72.701871068700001
164,JXS20161107141002,Stump,Stump,29.000000000000000,Street,99.000000000000000,WATER ST,WATER ST,100956.978484000010000,900636.760998000040000,42.349946042600003,-72.702125752000001
165,JXS20161107113117,Stump,Stump,17.000000000000000,Borderline,56.000000000000000,RIVER RD,RIVER RD,101005.102696000000000,901400.827566000050000,42.356830199699999,-72.701672368900006
166,JXS20161107120457,Stump,Stump,36.000000000000000,Borderline,48.000000000000000,RIVER RD,RIVER RD,100984.881830000000000,901325.672743999980000,42.356151098900000,-72.701904937999998
167,CXK20161012085558,Stump,Stump,20.000000000000000,Street,87.000000000000000,LOCUST ST,LOCUST ST,104747.073462999990000,898663.166875000000000,42.332651441700001,-72.655804986700005
168,ZXR20161013110250,Stump,Stump,2.000000000000000,Street,125.000000000000000,PLEASANT ST,PLEASANT ST,107102.994351000000000,896969.075869999940000,42.317684968700000,-72.626949887099997
169,JXS20161107141036,Stump,Stump,29.000000000000000,Street,99.000000000000000,WATER ST,WATER ST,100956.595499000000000,900640.950290999960000,42.349983705600003,-72.702131116399997
170,JXS20161110155604,Stump,Stump,11.000000000000000,Street,16.000000000000000,GOLDEN DR,GOLDEN DR,101792.702488000000000,897649.388496999980000,42.323159451800002,-72.691477094099994
171,CXK20161012160252,Stump,Stump,10.000000000000000,Street,38.000000000000000,STILSON AVE,STILSON AVE,103754.021589000000000,899309.331369000020000,42.338346433100000,-72.667960597000004
172,CXK20161013114616,Stump,Stump,12.000000000000000,Street,575.000000000000000,BRIDGE RD,BRIDGE RD,104544.028853000000000,899447.808420000020000,42.339689988899998,-72.658397734499999
173,JXS20161108105247,Stump,Stump,36.000000000000000,Street,546.000000000000000,AUDUBON RD,AUDUBON RD,99247.851314300002000,902264.647765000000000,42.364381335799997,-72.723150626500001
174,CXK20161011153403,Stump,Stump,44.000000000000000,Borderline,21.000000000000000,MIDDLE ST,MIDDLE ST,103652.935056000000000,898809.713402000020000,42.333836412399997,-72.669104048799994
175,CXK20161111085542,Stump,Stump,55.000000000000000,Street,431.000000000000000,SPRING ST,SPRING ST,101646.211902000000000,899632.731569000050000,42.340994984100000,-72.693590821300006
176,CXK20161108131817,Stump,Stump,14.000000000000000,Street,524.000000000000000,PARK HILL RD,PARK HILL RD SOUTH,101463.953030000000000,894068.830578000050000,42.290885853500001,-72.694856561999998
177,CXK20161028121050,Stump,Stump,12.000000000000000,Street,405.000000000000000,FLORENCE RD,FLORENCE RD,103388.610018000010000,896999.427246000040000,42.317507556099997,-72.672009232199997
178,CXK20161108093801,Stump,Stump,14.000000000000000,Street,184.000000000000000,GREENLEAF DR,GREENLEAF DR,102372.504883000000000,895071.465463000000000,42.300025663200003,-72.684009562900002
179,JXS20161107094831,Stump,Stump,15.000000000000000,Street,260.000000000000000,MAIN ST LEEDS,MAIN ST LEEDS,101064.189478000000000,900996.960721999990000,42.353202122299997,-72.700886208300005
180,CXK20161026090804,Stump,Stump,18.000000000000000,Borderline,60.000000000000000,PENCASAL DR,PENCASAL DR,101629.832876999990000,896779.699534000010000,42.315310029599999,-72.693305209200005
181,CXK20161019152518,Stump,Stump,61.000000000000000,Borderline,18.000000000000000,WEST CENTER ST,WEST CENTER ST,103329.781489000000000,898726.997436000030000,42.333051862900000,-72.673010994899997
182,ZXR20161017145709,Stump,Stump,46.000000000000000,Street,18.000000000000000,EAST ST,EAST ST,106654.695607000000000,896210.046831000010000,42.310798678399998,-72.632265416899997
183,JXS20161111102759,Stump,Stump,23.000000000000000,Street,94.000000000000000,CHESTERFIELD RD,CHESTERFIELD RD,101467.195347999990000,899696.264100000030000,42.341544327400001,-72.695773833999993
184,CXK20161012082951,Stump,Stump,34.000000000000000,Borderline,6.000000000000000,HATFIELD ST,HATFIELD ST,104720.912461000000000,898714.112625999960000,42.333106864000001,-72.656130765499995
185,CXK20161012083601,Stump,Stump,11.000000000000000,Borderline,26.000000000000000,HATFIELD ST,HATFIELD ST,104780.459806000000000,898775.347067000000000,42.333665361000001,-72.655418361900004
186,CXK20161019142446,Stump,Stump,9.000000000000000,Borderline,448.000000000000000,FLORENCE RD,BURTS PIT RD,103393.556138999990000,896793.329949000040000,42.315652876400002,-72.671914888499998
187,CXK20161019084218,Stump,Stump,23.000000000000000,Street,89.000000000000000,BLISS ST,BLISS ST,103101.802523000010000,897969.442048999950000,42.326204100799998,-72.675650285000003
188,JXS20161031112735,Stump,Stump,35.000000000000000,Borderline,200.000000000000000,NORTH KING ST,HATFIELD ST,105734.161502000000000,899838.824293000040000,42.343354519499997,-72.644020364599996
189,JXS20161031120110,Stump,Stump,22.000000000000000,Street,312.000000000000000,HATFIELD ST,HATFIELD ST,105662.112546000000000,899583.467736999970000,42.341047095100002,-72.644853060399996
190,JXS20161027132730,Stump,Stump,33.000000000000000,Street,31.000000000000000,MARY JANE LN,MARY JANE LN,104051.243420000000000,900279.502595999980000,42.347116475599996,-72.664514935499994
191,JXS20161026112256,Stump,Stump,24.000000000000000,Borderline,54.000000000000000,ALLISON ST,ALLISON ST,105589.007921000000000,899069.388786999970000,42.336410512999997,-72.645656336900004
192,JXS20161031133043,Stump,Stump,36.000000000000000,Street,272.000000000000000,HATFIELD ST,HATFIELD ST,105518.371491000000000,899437.008712999990000,42.339711287800000,-72.646573353199997
193,JXS20161101115602,Stump,Stump,18.000000000000000,Street,20.000000000000000,ROCKLAND HEIGHTS RD,ROCKLAND HEIGHTS RD,105827.022520000000000,900939.557387999960000,42.353274523099998,-72.643072539599999
194,CXK20161019083816,Stump,Stump,30.000000000000000,Street,89.000000000000000,BLISS ST,BLISS ST,103102.566702000000000,897952.865261000000000,42.326054971500000,-72.675638242600002
195,JXS20161103150116,Stump,Stump,18.000000000000000,Street,46.000000000000000,EVERGREEN RD,EVERGREEN RD,101492.966665999990000,901378.142953000030000,42.356687718000003,-72.695747237500001
196,JXS20161031132941,Stump,Stump,28.000000000000000,Street,272.000000000000000,HATFIELD ST,HATFIELD ST,105525.322687000010000,899441.921144000020000,42.339756350700000,-72.646489809000002
197,CXK20161114093313,Stump,Stump,51.000000000000000,Street,11.000000000000000,TURKEY HILL RD,TURKEY HILL RD,99742.674400699994000,896163.270549000010000,42.309520998000004,-72.716088203599995
198,JXS20161031133009,Stump,Stump,36.000000000000000,Street,272.000000000000000,HATFIELD ST,HATFIELD ST,105522.310974000010000,899439.365990999970000,42.339732984800001,-72.646525936200007
199,JXS20161101115631,Stump,Stump,24.000000000000000,Street,20.000000000000000,ROCKLAND HEIGHTS RD,ROCKLAND HEIGHTS RD,105840.894623000000000,900934.220337999980000,42.353228152500002,-72.642903312000001
200,ZXR20161010135912,Stump,Stump,25.000000000000000,Borderline,225.000000000000000,ELM ST,FRANKLIN ST,105682.531974000000000,897565.465375000030000,42.322883449499997,-72.644276766999994
201,ZXR20161011121350,Stump,Stump,40.000000000000000,Street,15.000000000000000,BARRETT PL,BARRETT PL,106260.974856999990000,897502.554295000040000,42.322386766500003,-72.637249650599998
202,CXK20161115080202,Stump,Stump,38.000000000000000,Street,396.000000000000000,SYLVESTER RD,SYLVESTER RD,99624.960055999996000,897685.189350000000000,42.323206117700003,-72.717779388400004
203,ZXR20161010151103,Stump,Stump,49.000000000000000,Borderline,196.000000000000000,ROUND HILL RD,ROUND HILL RD,106137.905329000000000,898001.936487999980000,42.326867447900000,-72.638823448500005
204,ZXR20161006152135,Stump,Stump,2.000000000000000,Street,4.000000000000000,WASHINGTON AVE,WASHINGTON AVE,105589.742174000000000,897541.037908999950000,42.322652340399998,-72.645398395100003
205,CXK20161114125852,Stump,Stump,22.000000000000000,Street,374.000000000000000,SYLVESTER RD,SYLVESTER RD,99672.669466199994000,897611.147092000000000,42.322545724500003,-72.717187824400000
206,ZXR20161007144451,Stump,Stump,8.000000000000000,Street,300.000000000000000,PROSPECT ST,NORTH ELM ST,105189.973164000000000,898270.136858999960000,42.329167280699998,-72.650367152000001
207,JXS20161020154138,Stump,Stump,58.000000000000000,Street,79.000000000000000,WEST ST,AHWAGA AVE,106217.290427000000000,896633.355795999990000,42.314556942300001,-72.637638932399994
208,ZXR20161025101631,Stump,Stump,45.000000000000000,Street,29.000000000000000,WOODBINE AVE,WOODBINE AVE,106999.331347000000000,898365.114965999960000,42.330239867099998,-72.628431332500000
209,ZXR20161025160442,Stump,Stump,42.000000000000000,Borderline,41.000000000000000,MARSHALL ST,MARSHALL ST,107430.254701000000000,898727.543453000020000,42.333553673399997,-72.623261202099997
210,ZXR20161025142325,Stump,Stump,25.000000000000000,Borderline,50.000000000000000,COOLIDGE AVE,COOLIDGE AVE,107317.910938000000000,898572.220993999970000,42.332142125300003,-72.624599399700003
211,ZXR20161025142807,Stump,Stump,35.000000000000000,Borderline,50.000000000000000,COOLIDGE AVE,COOLIDGE AVE,107329.613630000010000,898568.319177999980000,42.332108389900000,-72.624456792199993
212,ZXR20161025160354,Stump,Stump,41.000000000000000,Borderline,41.000000000000000,MARSHALL ST,MARSHALL ST,107437.244123000000000,898722.767111000020000,42.333511505099999,-72.623175637599999
213,ZXR20161025135213,Stump,Stump,41.000000000000000,Borderline,29.000000000000000,SHERMAN AVE,SHERMAN AVE,107310.487223000000000,898494.298795999960000,42.331439784200001,-72.624677001899997
